States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Madhya Pradesh,33.6,25.88,31.64,69.72,114.72,95.64,101.36,87.28,40.67,56.58,191.33,148.63,120.36,124.16,152.25,121.92,41.04,242.5,18.61,16.08,15.04,15.12,16/04/2023
Madhya Pradesh,35.09,25.55,32,70.18,114.67,96.48,100.73,87.79,40.61,56.65,187.55,149.06,122.91,126.66,157.29,121.69,40.87,254.32,18.3,16.28,16.09,15.44,17/04/2023
Madhya Pradesh,35.47,25.5,32.22,70.28,115.09,97.47,101.25,88.94,40.97,55.72,187.93,149.52,123.35,126.58,158.13,122.25,41.48,252.48,18.24,16.19,16.16,15.94,18/04/2023
Madhya Pradesh,35.48,25.77,31.97,70.32,115.65,97.52,101.45,88.84,40.77,56.57,185.17,148.68,123.35,126.1,159.87,122.13,41.87,249.77,18.63,16.55,16.29,15.97,19/04/2023
Madhya Pradesh,35.12,25.65,32.09,70.62,114.53,97.26,100.79,87.82,40.56,56.56,187.5,148.91,123.18,125.97,158.06,121.12,41.75,255.75,18.19,16.42,16,15.3,20/04/2023
Madhya Pradesh,34.34,25.69,32.41,70.75,114.81,97.38,101,88.19,40.52,56.39,187.87,148.97,123.55,126.23,159.67,121.81,42.03,257.13,18.26,16.58,16.13,15.84,21/04/2023
Madhya Pradesh,34.21,25.79,31.68,70.54,115.5,98.75,100.96,87.61,40.5,57.25,188.81,149.11,123.48,124.52,158.88,121.86,41.82,252.86,18.82,16.93,16.11,15.82,22/04/2023
Madhya Pradesh,34.04,26,31.85,71.07,117.15,98.93,103.19,88.85,40.74,57,185.19,150.15,123.81,124.3,157.31,124.71,42.74,249,18.52,16.81,15.7,15.37,23/04/2023
Madhya Pradesh,34.64,25.79,31.88,71.03,115.48,97.73,101.03,88.18,40.55,56.39,186.23,147.61,124.84,127.94,159,121.88,42.39,257.77,19.1,16.87,16.1,15.94,24/04/2023
Madhya Pradesh,34.77,26.13,31.8,71.47,115.63,99.23,101.53,87.97,40.54,56.54,188.78,146.89,122.93,126.64,158.19,120.93,42.04,254.75,18.93,16.67,15.9,15.2,25/04/2023
Madhya Pradesh,35.43,25.63,31.87,71.13,113.2,96.57,100.13,87.57,40.62,56.76,186.31,148.13,122.83,125.1,160.03,123.29,42.34,254,19.48,16.3,15.97,14.93,26/04/2023
Madhya Pradesh,34.06,25.63,32.29,71.26,115.35,97.97,101.83,88.89,40.65,56.62,186.38,148.65,123.91,126.97,157.79,120.33,42.56,257.76,18.85,16.74,16.14,15.11,27/04/2023
Madhya Pradesh,34.5,25.74,31.76,70.65,114.24,98.65,101.53,88.32,40.58,56.3,187.19,147.91,123.33,125.33,156.91,118.82,42.18,250.7,18.79,16.7,16.27,15.61,28/04/2023
Madhya Pradesh,33.77,25.77,32.27,71.3,113.33,97.67,101.33,87.93,40.41,56.83,187.18,148.24,122.66,123.66,153.11,118,42.1,257.76,18.66,16.9,16.3,15.33,29/04/2023
Madhya Pradesh,33.5,26.04,31.42,70.62,113.08,96.62,99.31,88.42,40.67,56.42,187.84,149.12,121.46,122.73,154.04,120.38,42.46,244.79,17.21,16.25,15.92,14.71,30/04/2023
Madhya Pradesh,34.7,25.61,31.7,71.53,114.45,97.73,101.45,88.45,40.48,56.67,187.56,148.06,122.65,124.32,154.94,118.35,42.24,252.39,18.52,16.63,16.03,14.91,01/05/2023
Madhya Pradesh,35.03,25.62,32.29,71.29,114.56,97.53,101.65,88.06,40.3,56.27,188.03,147.55,121.91,124.48,154.03,117.88,41.82,253.85,18.64,16.94,16.32,15.15,02/05/2023
Madhya Pradesh,34.21,25.82,31.97,71,114.33,97.45,101.42,88.61,40.85,56.18,187.24,149.44,122.91,124.29,155.33,118.06,42.91,253.35,18.55,16.56,15.91,14.71,03/05/2023
Madhya Pradesh,34.06,25.53,31.71,70.53,114.85,96.94,100.85,87.48,40.67,56.24,185.7,147.41,121.88,122.71,153.67,117.95,42.58,247.18,19,16.62,15.91,14.56,04/05/2023
Madhya Pradesh,33.61,25.76,32.21,70.88,114.79,97.58,101.85,88.61,40.58,56.52,186.59,147.75,122.72,123.22,154.32,117.72,42.58,251.24,18.67,16.85,16.7,15.09,05/05/2023
Madhya Pradesh,34,25.59,32.06,70.66,115.59,97.66,101.81,87.69,40.26,56.58,186.73,146.23,121.37,119.63,150.24,119.24,42.19,249.61,18.45,16.88,16.28,15.66,06/05/2023
Madhya Pradesh,33.79,26.52,31.4,69.8,115.8,99.08,101.44,88.08,40.38,57.67,186.52,147.44,122.24,120.36,154.25,117.93,42.38,235.54,18.5,17.32,15.92,14.52,07/05/2023
Madhya Pradesh,34.42,25.65,31.9,70.03,114.73,96.83,101.03,88.27,41.03,55.97,185.2,147.13,125.03,121.93,153.55,117.13,43.33,245.47,19.4,16.34,15.9,14.28,08/05/2023
Madhya Pradesh,34.77,25.69,32.19,70.81,115.22,98.08,102.08,88.42,40.69,56.17,186.17,147.8,123.14,122.26,153.06,118,42.69,252.03,18.83,17.19,16.36,15.83,09/05/2023
Madhya Pradesh,35.24,25.63,32.23,70.63,115.89,98.11,102.09,88.09,40.63,55.91,187.26,147.26,123.29,122.24,153.82,118.11,42.91,253.47,19,17.29,16.49,16.26,10/05/2023
Madhya Pradesh,35.19,25.59,32.05,70.73,115.49,97.86,101.76,87.92,40.86,56.17,185.89,147.38,123.59,122.51,153.94,118.1,42.69,258.94,19.14,17.3,16.35,16.41,11/05/2023
Madhya Pradesh,34.68,25.71,32.24,70.53,116.12,98.21,102.35,88.47,40.91,55.94,187.94,148.59,123.85,122.97,155.3,118.17,43.06,260.18,18.74,17.18,16.12,16.41,12/05/2023
Madhya Pradesh,34.03,26.17,32.43,70.97,117.8,99.67,104.3,88.93,40.8,56.6,186,149.47,123.93,122.07,155.48,119.75,43.23,251.9,19.93,18,16.4,16.37,13/05/2023
Madhya Pradesh,34.66,26,31.62,69.66,116.1,97.76,102.52,87.34,40.83,56.83,185.31,145.83,120.03,119.48,151.96,117.41,42.59,246.66,18.72,17.45,15.52,16.1,14/05/2023
Madhya Pradesh,35.38,25.65,31.74,70.79,117.06,97.97,102.79,87.82,40.97,56.12,188.35,146.82,124.03,121.68,153.03,118.83,43.41,256.09,19.24,17.59,15.85,16.91,15/05/2023
Madhya Pradesh,34.89,25.5,31.83,70.56,116.97,98.25,102.5,87.53,40.69,56.5,186.6,145.8,123.54,120.31,151.88,119.11,42.86,253.14,18.92,17.67,16.25,17.08,16/05/2023
Madhya Pradesh,34.81,25.72,31.67,70.25,117.25,98.97,102.19,87.61,40.83,56.42,187.6,145.2,123.43,120.31,153.09,118.2,43,255.08,19.31,17.94,16.33,17.33,17/05/2023
Madhya Pradesh,35.18,25.41,32.03,70.5,117.85,98.62,102.74,87.74,40.88,56.06,187.53,146.68,124.97,121.88,154.82,119.24,43.29,263.71,19.26,17.74,16.26,17.68,18/05/2023
Madhya Pradesh,35.03,25.53,31.58,70.83,117,98.33,102.53,88.22,40.92,56.08,185.8,145.57,125.26,120.77,153.29,117.21,42.81,260.06,18.97,18.17,16.28,17.86,19/05/2023
Madhya Pradesh,35.1,25.55,31.65,70.16,119.13,98.03,102.58,87.35,40.87,56.1,188.74,144.97,123.68,119.9,150.43,119.47,43.23,259.84,19.26,18.16,15.68,17.61,20/05/2023
Madhya Pradesh,34.71,25.43,31.46,71.43,118.79,97.86,102.79,87.18,40.86,55.93,184.36,142.79,120.11,119.29,150.26,117.84,42.68,251.64,17.68,17.64,15.21,17.14,21/05/2023
Madhya Pradesh,35.31,25.47,31.38,70.5,119.13,97.91,102.47,86.78,40.84,56,189.88,144.47,122.88,119.81,151.1,118.12,42.91,257.38,18.97,18.06,15.41,17.53,22/05/2023
Madhya Pradesh,34.61,25.47,31.91,70.79,118.85,98.74,102.38,87.44,41.09,56.44,187.5,145.32,125.68,120.82,153.88,117.41,43.09,265.12,19.53,18.32,16.21,18.18,23/05/2023
Madhya Pradesh,35.19,25.61,31.97,70.67,119.19,98.47,102.42,87.56,41.11,56.56,187.72,145.19,124.72,120.75,153.54,118.79,43.08,261.61,19.56,18.36,15.97,17.64,24/05/2023
Madhya Pradesh,35.24,25.56,31.97,70.97,119.88,99,102.59,87.88,41.24,56.32,187.44,144.85,126.06,120.71,153.64,118.76,43.56,264.12,20.03,18.32,16.09,17.74,25/05/2023
Madhya Pradesh,35.19,25.86,32,70.64,120.89,99.14,102.17,87.53,41.17,56.47,188.03,145.53,124.22,119.75,153.26,119,43.25,262.47,19.61,18.06,15.78,16.78,26/05/2023
Madhya Pradesh,34.3,25.65,31.82,70.68,121,99.29,101.88,87,40.91,56.74,188.5,144.47,123.97,118.32,152.06,119.06,42.74,262.38,19.68,18,15.56,16.74,27/05/2023
Madhya Pradesh,34,26.23,32.47,70.97,121.03,100.47,103.6,88.4,41.23,56.27,191.67,149.13,124.63,120.7,154.24,119.67,43.37,265.83,19.27,18,15.13,16.83,28/05/2023
Madhya Pradesh,34.94,25.97,32.37,70.77,121.51,99.86,103.11,88.63,41.15,56.38,189.71,145.43,123.71,120.37,153.56,118.79,43.26,264.65,19.15,17.71,15.35,16.62,29/05/2023
Madhya Pradesh,35.44,25.97,32.17,70.78,121.83,100.17,102.72,88.31,41.08,56.53,188.11,144.34,123.03,119.14,152.37,119.26,43.33,262.11,19.64,17.86,15.61,16.97,30/05/2023
Madhya Pradesh,35.74,25.82,32.03,70.29,122.85,99.65,102.06,86.65,40.88,56.41,188.88,142.88,121.41,117.85,150.97,118.61,43.06,263.12,19.38,17.79,15.24,16.88,31/05/2023
Madhya Pradesh,35.18,26.31,32.03,70.67,123.79,101.08,103.79,87.38,41.18,56.92,187.76,143.42,122.84,118.84,151.68,117.21,43.84,261.21,19.26,17.79,15.23,16.79,01/06/2023
Madhya Pradesh,35.85,26.25,31.93,70.35,124.88,100.9,104,87.3,41.17,56.7,189.2,142.03,122.83,117.25,150.36,118.47,44.1,256.48,19.5,17.85,15.45,16.88,02/06/2023
Madhya Pradesh,35.38,26.32,32.03,70.51,124.38,100.78,103.92,87.14,41.19,56.97,190.41,142.46,123.31,118.16,150.56,117.11,43.86,256.46,18.51,17.51,14.97,17,03/06/2023
Madhya Pradesh,34.87,26.19,31.97,70.56,124.52,100.19,103.58,86.16,41.06,56.78,189.38,141.97,122.35,115.1,148.55,116.28,43.91,253.42,18.34,17.63,14.94,18.06,04/06/2023
Madhya Pradesh,36.02,26.78,32.2,70.93,126.63,101,104.66,87.56,41.15,57.13,190.39,142.32,122.59,116.71,149.93,117.79,44.52,257.13,19.85,18.05,15.43,18.32,05/06/2023
Madhya Pradesh,35.73,26.6,32.25,70.65,126.5,101.05,103.97,87.6,41.21,57.28,188.44,140.85,123.15,116.64,150.58,117.59,44.33,256.82,20.08,17.9,15.55,18.85,06/06/2023
Madhya Pradesh,35.13,26.05,31.85,70.33,127.03,100.54,102.85,86.74,40.97,57.27,187.22,141.27,121.38,115.54,149.81,116.8,44.03,253.54,19.57,17.95,15.57,19.59,07/06/2023
Madhya Pradesh,36.05,26.52,32.27,70.65,127.15,100.75,103.3,87.53,41.2,57.2,189.15,140.53,121.45,116.08,148.95,117.94,44.35,254.57,19.93,17.9,15.65,20.93,08/06/2023
Madhya Pradesh,36.4,26.4,32.15,70.7,127.78,100.9,103.17,86.78,41.03,57.51,190.18,139.7,120.65,114.35,146.18,116.26,44.13,254.9,19.79,18.05,15.72,21.82,09/06/2023
Madhya Pradesh,35.9,26.52,32.33,70.7,128.5,101.42,103.85,87.55,41.21,57.64,190.7,141.38,121.25,115.25,148.21,116.16,44.62,255.15,19.72,18,15.78,22.5,10/06/2023
Madhya Pradesh,35.61,26.61,32.39,70.78,127.47,100.94,104.19,87.78,41.32,57.79,190.14,140.51,121.51,115.26,146.09,115.22,44.74,254.06,19.09,17.89,15.63,23.11,11/06/2023
Madhya Pradesh,35.98,26.4,32.5,70.45,128.45,101.05,103.95,87.3,41.25,57.4,191.95,140.93,121.13,115.2,148.46,116.41,44.48,260.15,19.18,18.45,16.13,23.63,12/06/2023
Madhya Pradesh,36.05,26.34,32.41,70.27,129.37,100.54,103.59,87.29,41.3,57.67,190.38,140.54,121.29,114.83,148.41,115.94,44.67,257.02,19.45,18.25,16.05,23.63,13/06/2023
Madhya Pradesh,36.21,26.36,32.1,69.97,131.23,102.49,103.69,87.51,41.23,57.56,188.82,140.05,123.1,114.82,148.92,114.79,44.51,254.59,19.41,18.18,15.97,23.67,14/06/2023
Madhya Pradesh,35.85,26.1,32.29,70.49,129.12,100.88,103.61,87.1,41.24,57.66,189.32,139.61,122.44,115.34,148.35,114.74,44.54,257.27,19.51,18.1,16.05,24.68,15/06/2023
Madhya Pradesh,35.9,26.27,32.24,70.37,129.85,100.34,104,86.88,41.25,57.48,191.38,139.88,121.9,115.02,147.35,115.28,44.42,258.68,19.2,18.15,16.1,25.23,16/06/2023
Madhya Pradesh,35.47,25.89,32.22,70.38,129.86,99.68,102.86,86.49,41.16,57.35,190.33,138.73,120.97,114.92,147.17,116,44.11,256.56,19.24,18.19,15.92,26.22,17/06/2023
Madhya Pradesh,36.24,26.21,32.35,70.74,127.76,99.15,101.85,84.94,41.06,57.59,188.91,135.97,119.26,114.53,145.61,115.65,44.06,250.32,19.35,17.94,16.12,26.5,18/06/2023
Madhya Pradesh,35.36,26.3,32.41,70.16,130.83,100.28,104.42,86.39,41.14,57.19,192.97,139.38,121.94,115.54,146.97,114.47,44.92,254.3,19.05,18.19,16.27,26.51,19/06/2023
Madhya Pradesh,35.48,26.29,32.17,70.36,130.69,100.45,103.76,86.98,41.29,57.45,190.78,139.88,122.12,115.81,148.72,115.5,45.17,254.86,18.98,18.38,16.62,28.33,20/06/2023
Madhya Pradesh,35.42,26.24,31.9,70.27,131.1,100.54,103.9,87.02,41.27,57.65,191.63,139.39,121.34,116.12,147.2,114.95,45.35,247.78,18.8,18.4,16.57,28.98,21/06/2023
Madhya Pradesh,35.25,26.07,32.33,70.28,131.82,101.22,104.58,87.45,41.2,57.3,191.97,140.47,123.21,116.33,148.62,115.11,45.6,254.4,19.15,18.27,16.55,30.23,22/06/2023
Madhya Pradesh,35.65,26.26,32.14,70.26,131.16,100.6,104.21,87.12,41.33,57.4,191.66,140.05,122.22,115.62,146.8,114.35,45.45,252.74,19.17,18.86,17.12,32,23/06/2023
Madhya Pradesh,35.39,26.14,32.38,70.76,131.46,100.68,103.89,86.35,41.16,57.7,190.78,138.81,121.54,115.84,147.97,114.06,45.46,252.69,19.49,18.86,16.89,34.33,24/06/2023
Madhya Pradesh,35.51,26.03,32.14,70.29,130.57,99.71,102.86,86.14,41.11,57.4,189.11,138.91,120.18,116.29,147.09,116.06,45.2,250.57,18.71,18.74,16.86,36.26,25/06/2023
Madhya Pradesh,35.73,26.19,32.49,70.51,133.54,102.89,105.59,88.49,41.31,57.17,191.21,141.2,123.94,117.51,151.06,115.33,45.69,260.2,18.74,18.79,17.26,39.59,26/06/2023
Madhya Pradesh,35.62,26.28,32.49,70.49,131.41,101.26,104.67,87.49,41.33,57.54,192.53,140.51,122.33,116.56,148.34,114.06,45.56,258.62,19,19.05,17.51,42.03,27/06/2023
Madhya Pradesh,35.78,26.59,32.51,70.29,131.8,101.2,104.22,87.61,41.32,57.37,190.32,140.05,121.66,116.27,148.13,113.62,45.61,254.68,18.9,18.98,17.85,44.92,28/06/2023
Madhya Pradesh,35.85,26.49,32.15,70.66,131.2,101.49,104.71,87.9,41.39,57.8,190.34,139.56,121.35,115.63,149.03,113.05,45.61,246.15,18.76,18.97,17.85,51.44,29/06/2023
Madhya Pradesh,35.39,26.66,32.27,70.23,131.91,101.8,104.77,87.68,41.23,57.56,189.33,137.95,121.16,115.39,147.29,113.27,45.6,249.35,18.84,19.38,18.07,57.76,30/06/2023
Madhya Pradesh,35.33,26.63,32.42,70.55,132.1,101.7,104.78,87.88,41.33,57.46,189.51,138.13,120.77,116,149.29,114.35,45.44,244.97,19.1,19.28,18.36,62.39,01/07/2023
Madhya Pradesh,35.6,26.57,32.23,70.23,131.31,102.23,104.91,87.74,41.4,57.37,189.03,138.69,120.06,115.4,146.29,114.58,45.54,244.91,18.94,19.56,18.68,69.36,02/07/2023
Madhya Pradesh,35.44,26.62,32.46,70.72,134,103.31,106.23,89.1,41.15,57.72,189.76,138.56,121.66,115.9,147.63,113.29,45.59,245.87,18.46,19.74,19.03,71.86,03/07/2023
Madhya Pradesh,35.35,26.7,32.23,70.55,133.43,103.6,105.45,88.58,40.98,57.85,190.67,138.22,121.33,114.67,148.11,112.43,46.05,245.8,18.98,20.13,19.18,84.42,04/07/2023
Madhya Pradesh,35.9,26.51,32.37,71.07,132.83,103.12,105.71,88.8,41.15,57.39,188.38,138.34,120.98,115.2,146.15,112.55,45.54,248.2,18.85,19.79,19.31,83.26,05/07/2023
Madhya Pradesh,36.45,26.43,32.13,70.95,134.93,104.42,106.25,89.08,41.15,57.08,189.08,137.68,120.33,114.5,146.59,113.16,45.88,249.5,18.7,20.35,19.77,92,06/07/2023
Madhya Pradesh,35.55,26.64,32.36,71.54,135.21,105,106.67,89.95,41.18,56.76,189.66,139.05,121.23,114.85,147.71,113,45.95,246.16,18.55,20.64,20.19,96.66,07/07/2023
Madhya Pradesh,35.53,26.51,32.03,70.89,134.76,104.54,106.27,88.51,41.22,57.32,189.65,137.62,120.11,114.38,145.92,111,46.19,242.65,19.43,20.78,20.22,96.47,08/07/2023
Madhya Pradesh,35.16,26.61,32.18,70.27,134.67,104.42,105.55,88.39,41.36,57.03,189.15,136.61,118.85,113.94,145.56,111.11,46.21,240.67,19.27,20.78,20.72,97.53,09/07/2023
Madhya Pradesh,35.44,26.74,32.33,72.15,134.1,104.36,105.56,88.79,41.23,56.87,190.29,137.72,119.46,114.97,146.89,112.83,45.9,247.33,19.28,20.79,20.15,100.11,10/07/2023
Madhya Pradesh,35.93,26.83,32.29,71.9,136.59,104.63,106.22,89.15,41.33,56.9,189.36,138.25,119.85,115.5,146.59,113.53,46.23,247.5,19.23,20.77,20.4,100.89,11/07/2023
Madhya Pradesh,35.85,26.74,32.41,72.41,136.46,105.69,106.95,89.69,41.26,57.15,190.29,138.46,120.31,115.41,146.39,111.6,46.1,248.69,18.38,20.97,20.36,106.58,12/07/2023
Madhya Pradesh,35.7,26.86,31.78,71.54,137.54,106.68,106.86,89.14,41.05,57.11,192.21,138.08,120.42,113.87,143.65,112.52,46.05,243.08,18.53,21.13,20.41,109.31,13/07/2023
Madhya Pradesh,35.83,26.71,32.29,71.93,135.67,104.26,105.48,88.6,41.29,57.19,190.93,136.74,119.29,114.31,144.59,112.55,46.1,246.34,18.78,20.64,20.67,111.68,14/07/2023
Madhya Pradesh,35.17,26.76,32.15,71.78,134.83,104.39,105.29,88.51,41.39,57.63,190.71,137.1,119.8,114.78,146.68,112.55,46.22,245.97,18.98,21,20.93,112.56,15/07/2023
Madhya Pradesh,35.65,26.29,31.71,72.79,134.44,104.79,106.06,89.62,41.44,56.74,190.59,135.41,117.59,114.09,144.36,112.67,46.29,247.45,17.97,21.56,20.71,112.38,16/07/2023
Madhya Pradesh,35.41,26.76,32.27,71.59,137.22,105.17,106.37,89.41,41.65,56.98,191.15,136.1,120.12,114.85,146.22,112.5,46.48,248.95,18.26,21.13,20.77,115.76,17/07/2023
Madhya Pradesh,36,26.98,32.51,72.32,137.05,105.02,106,89.44,41.55,57.33,189.13,135.93,119.95,114.61,146.13,111.79,46.4,249.9,18.9,21.07,20.73,114.18,18/07/2023
Madhya Pradesh,35.77,26.81,32.26,72.33,136.42,104.23,105.51,89.28,41.63,57.16,190.02,136.21,119.56,114.63,145.98,111.86,46.44,248.14,18.6,21.36,20.71,117.8,19/07/2023
Madhya Pradesh,35.66,26.98,32.14,72.3,135.43,104.05,105.05,89.32,41.8,57.43,188.58,136.14,120.41,115.2,147,112.32,46.34,246.14,18.89,21.25,21.14,118,20/07/2023
Madhya Pradesh,35.58,26.98,32.28,71.58,137.33,104,105.63,89.26,41.74,57.67,188.21,135.84,120.16,115.28,147.52,113,46.24,245.33,19.29,21.3,21.35,119.6,21/07/2023
Madhya Pradesh,35.76,26.71,32.17,72.69,135.57,104.05,105.4,88.93,41.71,57.81,188.17,135.31,120.19,114.93,145.51,112.36,46.1,244.07,19.17,21.21,20.98,116.78,22/07/2023
Madhya Pradesh,35.81,26.57,32.22,72.84,135.11,103.84,105.86,89.35,41.73,57.62,188.08,135.24,119.32,115.76,145.94,112.9,46.38,243.46,18.84,20.92,20.86,117.19,23/07/2023
Madhya Pradesh,35.64,26.93,32.34,71.8,137.23,104.43,106,89.52,41.66,57.66,188.35,135.68,120.86,115.66,147.14,112.68,46.52,246.48,19.14,20.89,20.95,117.81,24/07/2023
Madhya Pradesh,35.8,27.02,32.29,72.51,136.49,104.29,106.07,89.89,41.58,57.56,188.43,136.16,120.96,115.62,146.3,112.59,46.36,245.91,19.09,20.75,20.8,120.09,25/07/2023
Madhya Pradesh,35.72,26.91,32.09,73.02,135.86,104.53,106.19,89.91,41.52,57.45,188.52,136,121.23,115.95,146.95,112.64,46.62,247.86,19.12,20.72,21.02,121.23,26/07/2023
Madhya Pradesh,35.78,27.18,32.33,72.82,136.24,104.42,106.4,89.76,41.6,57.89,188.8,136.18,120.67,115.82,146.02,112.68,46.38,245.07,18.95,20.82,20.91,124.91,27/07/2023
Madhya Pradesh,36.19,27.12,32.19,72.79,136.79,104.43,106.12,89.4,41.69,57.74,189.1,135.17,119.52,115.64,144.78,113.1,46.57,238.55,19.21,20.93,21.24,127.67,28/07/2023
Madhya Pradesh,36.02,27.02,32.27,73.39,136.05,104.73,106.2,89.61,41.71,58.07,189.54,135.34,119.83,115.98,144.88,112.55,46.61,241.8,18.76,20.83,21.17,129.44,29/07/2023
Madhya Pradesh,36.15,26.73,32.09,71.79,133.94,102.67,104.06,87.21,41.79,57.48,186.24,132.58,116.58,114.42,141.53,111.65,46.52,236.67,17.73,20.68,20.82,132.85,30/07/2023
Madhya Pradesh,35.62,27.07,32.38,72.17,137.02,104.83,106.12,89.79,41.74,57.81,189.54,134.81,120.1,115.81,145.32,113.14,46.74,242.79,18.88,20.71,21.33,138.38,31/07/2023
Madhya Pradesh,35.91,27.22,32.47,72.84,136.69,104.64,105.98,90.02,41.6,57.87,189.25,136.36,120.51,115.56,145.82,113.14,46.64,245.29,19.02,20.71,20.96,142.73,01/08/2023
Madhya Pradesh,36.14,27.42,32.63,71.86,136.88,103.84,105.23,88.86,41.5,57.81,188.88,135.1,120.12,115.1,145.66,112.58,46.9,244.52,19.57,20.81,21.05,145.12,02/08/2023
Madhya Pradesh,35.98,27.14,32.51,71.98,137.81,104.72,106.21,89.72,41.72,57.65,190.2,136.55,120.76,115.31,146.71,114.3,46.72,244.26,18.95,20.67,21.19,146.7,03/08/2023
Madhya Pradesh,35.89,27.09,32.48,72.45,137.77,105.07,106.34,90.09,41.79,57.83,188.71,136.3,120.53,115.98,146.4,112.9,47.33,247.26,18.93,20.98,21.21,149.57,04/08/2023
Madhya Pradesh,35.97,26.82,32.38,72.79,137.33,104.74,106.49,89.64,41.9,57.87,190.13,136.74,121.46,116.05,147.39,113.62,46.92,245.64,19.33,20.69,21.44,145.59,05/08/2023
Madhya Pradesh,35.55,27.18,32.55,71.85,136.18,104.12,104.48,87.85,42,58.03,189.61,134.7,119.97,115.15,143.88,112.74,47.36,242.45,18.5,20.88,21.94,140.15,06/08/2023
Madhya Pradesh,35.73,27.11,32.52,72.52,137.7,104.93,105.75,90.02,41.84,57.89,189.77,136.05,121.18,115.52,145.91,112.95,47.02,245.86,18.95,20.64,21.45,141.11,07/08/2023
Madhya Pradesh,35.77,27.23,32.74,73.67,136.53,104.98,105.47,90.35,41.67,58.31,189.69,136.12,120.72,115.72,145.93,112.82,46.91,243.33,19.23,20.7,21.56,137.86,08/08/2023
Madhya Pradesh,36.21,27.21,32.52,73.1,138.07,105.95,106.17,90.24,41.86,57.95,189.43,135.57,120.86,115.19,146.27,113.38,47.12,245.33,19.29,20.55,21.57,136.81,09/08/2023
Madhya Pradesh,35.98,27.29,32.67,72.76,138.12,105.45,105.5,90.14,41.88,57.69,190,135.17,120.24,115.4,145.41,113.57,47.1,241.64,18.86,20.29,21.64,130.86,10/08/2023
Madhya Pradesh,36.51,27.56,32.78,73.82,137.56,105.51,105.56,89.76,41.82,57.8,190.36,137,120.93,115.42,145.16,113.39,46.91,244,19.16,20.67,22.02,125.11,11/08/2023
Madhya Pradesh,36.1,27.4,33,73.58,138.7,105.25,105.03,89.58,41.8,57.75,189.55,136.05,120.05,116.15,145.05,113.09,47.27,242.82,18.63,20.43,22.43,121.15,12/08/2023
Madhya Pradesh,36.47,27.22,32.97,73.42,137.42,104.92,104.97,88.89,41.86,57.5,190.61,136,119.44,116.17,144.94,113.43,46.89,242.56,18.86,20.17,22.89,111,13/08/2023
Madhya Pradesh,36.17,27.38,32.83,73.38,138.02,105.98,105.52,90.02,41.81,57.67,191.14,137.31,121.05,115.33,145.56,113.48,47.17,241.64,19.2,20.48,22.74,104.81,14/08/2023
Madhya Pradesh,36.52,27.45,32.79,72.39,139.97,107.24,105.82,89.82,41.69,57.34,188.97,134.44,120.09,114.53,143.94,116.35,46.34,234.97,19,20.26,21.9,101.16,15/08/2023
Madhya Pradesh,36.54,27.39,32.9,73.68,138.59,105.63,105.61,90.1,41.76,57.61,191.88,137.02,120.49,115.59,144.95,114.24,46.85,244.76,18.8,20.51,23.76,95.95,16/08/2023
Madhya Pradesh,36.22,27.69,32.83,73.76,139.02,106.05,105.9,90.21,41.83,57.63,190.79,137.21,121.48,115.76,145.9,114.1,47.48,247.19,19.15,20.71,23.98,91.43,17/08/2023
Madhya Pradesh,36.41,27.37,33.07,74.8,139.95,105.68,106.05,90.02,41.9,57.48,191.66,137.54,121.71,116.1,146.05,113.64,47.52,243.05,19.3,20.22,23.83,83.44,18/08/2023
Madhya Pradesh,36.13,27.08,32.95,74.66,139.71,105.79,105.63,89.79,42.13,57.79,190.92,137.66,121.18,116.03,145.68,113.67,47.21,247.63,19.29,20.34,24.32,82,19/08/2023
Madhya Pradesh,36.23,27.44,33.15,73.82,139.41,104.74,105.41,89.28,42,57.08,190.97,136.44,119.54,114.95,143.34,114.43,47.05,241.15,19.05,20.13,24.38,75.77,20/08/2023
Madhya Pradesh,36.17,27.39,33.02,74.66,141.44,105.59,105.98,89.98,42,57.51,190.97,136.75,120.03,114.33,143.13,112.9,47.05,239.41,19.64,20.43,24.1,70.7,21/08/2023
Madhya Pradesh,36.37,27.37,33.1,74.83,141.66,106.17,106.46,90.29,42.07,57.39,190.37,137.07,122.02,115.17,145.2,113.67,47.41,246.24,19.46,20.24,24.56,67.12,22/08/2023
Madhya Pradesh,36.21,27.42,33.12,74.95,141.44,105.65,106.23,89.72,41.95,57.56,190.67,137.05,121.5,114.88,144.68,113.05,47.26,245.4,19.19,20.3,24.93,62.58,23/08/2023
Madhya Pradesh,36.21,27.4,33.12,75.14,141.42,105.49,106.02,89.7,41.98,57.71,191.35,137.67,121.19,114.77,144.57,112.96,47.45,242.52,19.55,20.31,25.54,59.67,24/08/2023
Madhya Pradesh,36.42,27.44,33.16,75.35,141.79,105.53,106.14,89.47,42.05,57.53,191.6,137.95,121.38,114.26,144.22,113.09,47.33,245.28,19.26,20.4,26.07,57.24,25/08/2023
