States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Madhya Pradesh,33.43,28,34.21,68.5,108.64,93.71,96.07,91.43,41.5,56.71,186.21,168.86,139.43,149,176.14,123.5,42.86,262.29,19.93,22.14,19.64,21.86,04/12/2022
Madhya Pradesh,33.77,28.15,34.08,68.08,107.54,92.77,96,91.15,41.77,56.85,186.54,167.85,138.46,146.77,175.85,115.43,42.46,266.38,19.23,21.85,19.46,21.23,05/12/2022
Madhya Pradesh,33.5,28.5,33.86,67.86,106.71,93.79,95.57,91.43,41.43,56.5,184.43,167.79,136.57,143.79,172.93,114,42.14,259.07,19.57,21.79,19.36,21.14,06/12/2022
Madhya Pradesh,33.29,28.57,33.64,68,106.71,93.29,95.79,91.29,41.36,56.5,184.93,167.36,135.5,142.86,171.79,114,42.36,259,19.57,21,18.64,20.29,07/12/2022
Madhya Pradesh,34.07,29.13,34,68.73,107.87,95.33,96.67,91.27,40.8,55.13,186.07,167.67,133.8,143.4,174.47,122.38,43.2,249.73,20.2,22.27,20,20.33,08/12/2022
Madhya Pradesh,34.19,29.29,34.35,68.53,107.18,95.24,96.88,91.06,41.06,55.41,184.18,166.88,134,142.53,173.12,119.56,43,255.12,19.88,22,19,19.88,09/12/2022
Madhya Pradesh,34.8,29.13,34.56,68.06,106.94,95.25,96.94,91.63,41.25,55.5,183.81,165,133.63,142.19,173.94,118.89,43.25,253.75,20.06,21.5,19.56,19.38,10/12/2022
Madhya Pradesh,33.87,29.13,34.5,68.63,106.69,94.81,96.81,91.81,41.07,55.53,184.94,165.44,133.5,142.25,174.81,118.11,43.47,255.8,19.33,21.5,19.13,19.13,11/12/2022
Madhya Pradesh,33.43,29.07,34.27,68.53,107.4,95.07,97.27,92.73,40.93,55.07,185.2,165.47,133,141.4,175.4,121.13,44.33,256.87,19.73,22.53,19.67,19.2,12/12/2022
Madhya Pradesh,33.88,29.18,34.24,68.53,106.76,95.35,96.65,92.29,41,55.65,182.88,164.71,132.41,140.76,174.06,118.44,43.65,255.35,19.88,22.35,19.41,18.47,13/12/2022
Madhya Pradesh,33.47,29.25,34.19,68.38,107.56,95.63,96.56,92.81,40.94,55.13,184.13,165.06,132.69,140.75,175.06,121,44.06,252.69,20,22.44,19.5,17.63,14/12/2022
Madhya Pradesh,33.56,29.18,34.18,68.53,106.88,95.18,96.53,92.35,41,55.29,183.47,163.94,132.47,141,173.94,117.89,43.47,256.35,19.65,22,19.12,17.29,15/12/2022
Madhya Pradesh,33.37,29.3,34.05,68.1,106.7,95.6,96.6,91.4,40.65,55.3,182.84,163.11,133.63,139.79,172.83,117.67,42.8,253.35,19.1,22.35,19.1,16.9,16/12/2022
Madhya Pradesh,33,29.21,34,67.63,105.32,95.11,96.26,90.32,40.74,55.26,182.89,162.78,133.17,139,173.29,117.67,42.84,258.05,18.63,22.28,19.11,16.72,17/12/2022
Madhya Pradesh,32.78,29.22,34.11,67.89,105.39,94.89,96.06,90.39,40.89,55.06,184,164.17,132.22,139.17,173.59,117.67,42.83,259.22,19.17,21.94,18.78,15.89,18/12/2022
Madhya Pradesh,32.68,29.32,34.05,67.63,106.21,95.74,96.47,91.05,40.63,54.89,182.89,164.17,132.22,138.17,172.17,120.13,42.84,250.74,19.26,22.47,19.21,16.32,19/12/2022
Madhya Pradesh,32.8,29.3,34.1,67.5,105.95,95.25,95.75,90.5,40.8,55.4,183.63,164.58,132.67,138,172.28,118.56,42.65,251.7,19.15,22.3,19.2,15.85,20/12/2022
Madhya Pradesh,33.06,29.18,33.76,68,104.47,94.59,95.29,90.29,40.18,54.65,181.88,163.35,130,136.18,169.69,118,41.59,251.59,18.53,22,18.59,15.41,21/12/2022
Madhya Pradesh,33.05,29.29,34.52,67.33,105.62,95.05,95.05,91.05,40.52,55.43,182.38,163.65,131.6,137.95,171.26,118.4,41.76,252.1,19.1,21.76,18.38,14.1,22/12/2022
Madhya Pradesh,33,29.38,34.38,67.38,105.19,94.95,95.19,91.1,40.48,55.48,182.33,163.67,131.33,138.48,170.6,118.7,41.62,252.33,18.95,21.33,18.14,13.62,23/12/2022
Madhya Pradesh,33.22,29.06,34.44,67.5,104,93.5,93.5,89.89,40.44,55.61,183,162.78,128.22,139.11,170.65,119.5,40.89,252.94,18.39,20.89,17.5,13,24/12/2022
Madhya Pradesh,33.19,29.06,34.19,67.94,104.25,93.88,94.38,90.69,40.31,54.56,184.25,164.75,129.75,139.81,172.2,120.33,41.75,259.94,18.63,20.38,17.56,12.94,25/12/2022
Madhya Pradesh,32.75,29.4,34.65,67.3,104.75,93.75,94.15,91.05,40.45,55.25,183.1,164.6,130.25,139.8,170.95,119.5,41.65,254.5,19.4,20.7,18.1,12.8,26/12/2022
Madhya Pradesh,33,29.3,34.7,67.3,103.8,93.25,93.25,91.15,40.35,55.25,185.95,166.15,128.6,140.4,172.37,118.36,41.1,249.35,18.8,20.15,18.05,12.75,27/12/2022
Madhya Pradesh,33.25,29.55,34.65,67.45,104.35,93.7,93.8,91.4,40.15,55.35,184.6,165.6,129.1,140.25,171.42,119.7,41.35,247.7,18.55,20.25,18.2,13.1,28/12/2022
Madhya Pradesh,33.14,29.43,34.91,67.32,106.32,94.55,94.5,91.5,40.14,55.38,183.09,163.86,128.59,140.55,174.05,120.17,40.91,253.86,18.55,20.38,18.57,13.18,29/12/2022
Madhya Pradesh,32.96,29.22,34.52,67,105.83,94.3,94.22,91.65,40.17,55.09,183.48,164.65,129.78,140.22,169.68,120,41.43,251.87,18.13,20.22,18.91,12.7,30/12/2022
Madhya Pradesh,33.09,29.36,34.45,67.14,106.36,93.55,93.55,89.91,40.36,55.18,185.91,164.18,128.91,141.32,170.38,120.42,41.27,251.41,17.86,20.09,19.09,12.59,31/12/2022
Madhya Pradesh,32.94,30.06,33.61,66.11,107.89,95.72,93.28,90.39,40.17,56,184.33,163.78,129.89,139.83,174.06,121.7,41.5,238.33,18.83,20.33,19,13.17,01/01/2023
Madhya Pradesh,33.58,29.43,34.79,67.13,106.13,93.71,93.38,90.75,40.33,54.88,185.13,163.83,129.48,141.08,169.77,120.67,41,258.63,18.63,19.23,18.36,12.23,02/01/2023
Madhya Pradesh,33.14,29.68,34.68,67.09,106.64,94.23,94.05,92.23,40.23,55.18,185.36,165.23,130.55,140.09,170.57,123.4,41.91,248.68,18.67,20.23,19.77,12.32,03/01/2023
Madhya Pradesh,33,29.43,34.74,66.65,106.22,93.96,93.96,91.13,40.43,55.13,185.48,164.65,129.87,141.13,170.27,120.92,41.48,251.35,18.78,19.78,19.26,11.74,04/01/2023
Madhya Pradesh,33.32,30.14,35.17,67.39,107.48,95.22,95.22,92.13,40.38,55.36,184.38,164.05,127.32,140.45,172.35,122,41.68,241.67,18.76,19.67,18.9,12.38,05/01/2023
Madhya Pradesh,33.28,29.56,34.96,66.92,106.68,93.96,93.96,91.16,40.36,55,185.92,164.13,130.42,140.54,170.22,121.33,41.48,261.72,18.8,19.75,19.83,12.21,06/01/2023
Madhya Pradesh,33.23,29.18,35,67.09,105.27,92.36,93.1,90.05,40.5,54.86,186.14,163.27,128.68,141.73,170.95,120.42,41.14,252.57,18.18,19.24,19.57,12.24,07/01/2023
Madhya Pradesh,32.59,29.36,34.73,66.59,105.82,93.18,93.95,90.68,40.32,55.18,184.14,162.55,129.59,140.77,168.71,120,41.27,253.55,17.82,19.32,19.82,12.09,08/01/2023
Madhya Pradesh,33.13,29.46,34.67,66.75,105.5,93.21,93.5,91.13,40.38,54.92,184.58,162.96,129.75,141.04,170,119.92,41.25,261.29,18.58,19.26,19.65,12.13,09/01/2023
Madhya Pradesh,32.72,29.48,34.56,66.84,106.56,93.72,94.2,91.88,40.4,54.72,186.52,163.24,130.88,141.04,171.88,121.73,41.32,256.24,18.56,19.42,20.17,12.08,10/01/2023
Madhya Pradesh,32.84,29.48,34.76,66.72,106.4,93.48,93.76,91.08,40.56,54.84,186.32,163.04,130.6,141.2,171.63,120.58,41.08,259.04,18.8,19.33,20.17,12.17,11/01/2023
Madhya Pradesh,32.92,29.58,34.81,66.73,106.88,93.69,93.77,91.08,40.5,55.15,185.35,163.27,130.58,140.85,170.88,120.42,41.19,257.35,18.46,19.48,20.24,12.24,12/01/2023
Madhya Pradesh,32.32,29.48,34.76,67.04,107.35,93.38,94.38,92.12,40.54,54.81,186.04,163.5,131.73,140.85,172.44,122.27,41.42,255.35,18.31,19.08,20.92,12.68,13/01/2023
Madhya Pradesh,32.52,29.35,34.7,66.61,106.83,92.43,94.13,90.09,40.61,55.65,185.22,162.3,129.74,140.22,169.55,121.25,41,252.61,18.35,19,20.22,12.43,14/01/2023
Madhya Pradesh,32.19,29.19,34.71,66.67,105.52,91.62,94.14,90.05,40.57,55.33,185.29,162.19,129.33,140.52,169.45,121.33,41.05,255.86,18.24,19.29,20.52,12.57,15/01/2023
Madhya Pradesh,33.04,29.46,34.46,66.92,106.19,92.69,93.92,90.62,40.58,54.96,186.23,162.81,130.12,140.5,171.2,121.25,41.08,257.15,18.32,19.12,20.84,12.84,16/01/2023
Madhya Pradesh,33.35,29.22,34.57,67.13,106.35,92.26,93.65,90.09,40.48,55.39,186.52,161.65,129.96,140,170.23,119.45,41,259.7,19,18.95,20.5,13.32,17/01/2023
Madhya Pradesh,32.78,29.43,34.43,67.04,106.43,92.26,94.83,90.35,40.22,55.26,186.22,162.52,130.7,139.13,170.41,122,41.26,253.09,17.57,19.78,20.87,13.22,18/01/2023
Madhya Pradesh,32.57,29.65,34.65,67.3,107.04,93.17,94.78,91.13,40.48,55.48,185.39,162.39,130.78,140.09,169.32,121.33,40.96,249.65,18.73,19.52,20.57,13.22,19/01/2023
Madhya Pradesh,32.3,29.38,34.38,67,107.04,93.58,95.25,91.38,39.96,55.17,186.22,163.43,131.48,139.83,172.5,122.36,40.7,243.43,18.39,19.13,20.96,13.09,20/01/2023
Madhya Pradesh,32.86,29.59,34.64,67.09,106.55,92.82,95,90.23,40.5,55.5,185.36,162.55,130.27,139.73,169.9,121.91,41.27,254.82,18.18,19.64,20.09,13.05,21/01/2023
Madhya Pradesh,32.84,29.21,34.53,66.84,106.32,90.84,92.95,88.21,40.58,55.53,186.53,160.89,127.37,140,168.11,119.18,40.32,256.74,18.63,18.95,19.47,12.68,22/01/2023
Madhya Pradesh,32.73,29.64,34.73,66.95,107.18,92.23,94.86,89.5,40.32,55.55,184.68,161,129.82,138.68,168.52,119.55,41.23,256.05,18.23,18.95,20.14,13.41,23/01/2023
Madhya Pradesh,32.35,29.74,34.65,66.22,107.65,92.35,95.22,90.35,40.17,55.17,184.59,161.18,129.05,138.23,167.73,120.92,40.74,253.96,18.22,18.83,20.52,13.3,24/01/2023
Madhya Pradesh,32.63,29.67,34.42,66.54,108.25,92,95.29,90.42,40.5,55.42,184.14,160.36,129.27,137.45,167.95,119.18,41.29,253.5,18.35,18.78,20.96,13.48,25/01/2023
Madhya Pradesh,32.57,29.57,34.86,66.71,107.24,90.9,94.43,89,40.38,55.38,185.14,161.52,126.55,138.14,167.3,120.67,40.67,255.52,17.57,18.57,20.1,13.29,26/01/2023
Madhya Pradesh,32.75,29.75,35.04,66.96,108.08,92.63,95.17,90.04,40.22,55.57,184.71,162.5,128.96,138.17,167.96,120.58,40.78,252.57,18.13,18.92,20.63,13.13,27/01/2023
Madhya Pradesh,32.7,29.4,34.8,67.25,107.15,90.9,94.55,88.85,40.35,55.55,184.35,160.15,127.8,137.3,166.21,118.73,40.95,259.15,17.9,18.25,20.05,13.15,28/01/2023
Madhya Pradesh,32.67,29.43,34.67,66.9,106.95,91.1,94.86,89.24,40.1,55.38,185.05,161.24,127.14,137.95,166.3,120.25,40.52,256.19,17.57,18.3,19.85,12.75,29/01/2023
Madhya Pradesh,32.64,29.73,34.09,66.32,108.41,93.14,94.23,90.82,40.18,55.41,185.77,163.45,129.19,137.18,168.76,121.45,41.09,246.36,18.82,18.41,20.73,12.45,30/01/2023
Madhya Pradesh,32.65,29.83,34.35,66.04,106.65,93.22,93.7,90.17,40.04,55.74,184.82,162.45,128.86,136.23,168.05,119.64,40.65,246.87,18.39,18.52,20.48,12.22,31/01/2023
Madhya Pradesh,32.74,29.91,34.65,66.39,106.87,92.52,93.39,89.78,40.26,55.74,185.09,161.65,127.91,136.78,167.45,119.25,40.65,244.57,18.14,18.48,20.74,12,01/02/2023
Madhya Pradesh,32.67,29.52,35.24,67.43,106.62,92.29,94.76,89.76,40,55.19,184.14,161,126.57,136.9,166.55,120.27,40.86,250.29,18,18.29,20.67,12.48,02/02/2023
Madhya Pradesh,33.04,29.58,35.42,67.58,106.79,92.58,94.63,89.75,40.23,56.05,184.41,159.05,125.95,137,166.14,118.67,40.86,247.95,18.32,18.22,20.43,12.22,03/02/2023
Madhya Pradesh,33.4,29.3,35.05,68.05,106.05,91.25,93.4,87.3,40.25,55.95,184,158.6,124.65,136.35,163.47,117.09,40.4,253.75,17.95,17.85,20.45,11.65,04/02/2023
Madhya Pradesh,33.25,29.55,35.15,68.35,105.85,91.95,94.85,88.85,40.3,55.65,183.75,160.75,125.85,136.5,165.79,120.36,40.9,253.65,17.55,18.65,20.3,12.15,05/02/2023
Madhya Pradesh,33.35,29.26,35.17,68.04,106.61,92.96,95.22,89.13,40.38,56.05,182.96,160.22,127.7,135.35,164.95,117.18,41.24,251.86,18.76,18.18,20.91,12.64,06/02/2023
Madhya Pradesh,33.42,29.54,35.33,68.04,106.63,92.35,95.13,89.5,40.46,55.79,183.17,160.71,127.21,136,165.78,119.17,40.96,250.54,18.5,18.22,20.48,12.35,07/02/2023
Madhya Pradesh,33.54,29.63,35.29,67.96,106.17,92.75,95.63,89.63,40.33,55.79,183.54,159.75,126.96,135.5,164.7,119,40.96,250.17,18.25,18.25,20.46,12.38,08/02/2023
Madhya Pradesh,33.3,29.42,35.17,68.58,106.04,92.92,96.13,90.04,40.5,55.79,183.42,159.67,126.5,135.54,164.13,118.83,41,250.08,18.5,18.5,20.63,12.88,09/02/2023
Madhya Pradesh,33.21,29.46,34.92,68.46,106.29,92.96,96.04,89.92,40.5,55.83,183.48,159.48,126.48,135.26,163.64,119.18,41,250.25,18.54,18.13,19.83,12.7,10/02/2023
Madhya Pradesh,33.4,29.1,34.5,68.7,106,91.9,94.95,88.4,40.4,56.2,182.8,157.25,125.15,135.25,164.11,117.73,40.75,255.05,17.9,17.4,19.45,13.05,11/02/2023
Madhya Pradesh,33.33,29.29,34.71,68.38,106.38,92.48,95.81,89.29,40.4,55.15,182.43,157.33,126.43,134.81,164.05,117.73,40.95,259.85,17.7,17.9,19.76,13.1,12/02/2023
Madhya Pradesh,33.09,29.3,34.7,68.35,106.96,93.26,96.26,89.7,40.3,55.78,182.83,158.22,125.7,134.13,163,119.33,40.83,250.52,18.17,17.74,19.43,12.87,13/02/2023
Madhya Pradesh,33.27,29.41,34.95,68.23,107.77,93.68,96.41,89.5,40.19,55.57,183.77,158.67,126.05,134.45,163.81,120.82,40.62,247.43,18.24,17.9,18.95,13.29,14/02/2023
Madhya Pradesh,32.4,28.8,34.3,68.76,106.43,93.14,95.38,88.85,40.05,55.48,182.15,157.9,125.5,133,162.89,117.7,40.81,254.29,18.1,17.57,18.67,13.19,15/02/2023
Madhya Pradesh,32.86,28.9,34.43,69,107.24,92.57,96.48,88.62,40.38,56.1,182.71,157.52,126.29,134,163.35,118.55,41.1,255.95,18.1,17.67,18.57,13.9,16/02/2023
Madhya Pradesh,32.95,29.15,34.75,68.85,109.05,93.35,97.55,88.95,40.3,56.45,181.85,158.1,126.75,133.6,165.63,120.1,41.35,245.75,18.95,17.85,18.7,14.1,17/02/2023
Madhya Pradesh,32.95,29.15,34.7,68.85,109.05,93.15,97.8,88.9,40.3,56.45,181.65,157.95,126.2,133.6,165.79,120.1,41.35,245.4,18.95,17.75,18.65,14,18/02/2023
Madhya Pradesh,32.95,29.1,34.65,68.85,108.95,93.15,97.8,88.75,40.05,56.32,181.25,157.9,126.4,133.3,165.42,120,41.16,245.74,18.47,17.65,18.5,13.85,19/02/2023
Madhya Pradesh,32.78,29.09,34.43,68.74,108.39,94.7,97.43,88.87,40.09,56.57,181.52,158.74,125.26,133.48,164.05,119.92,40.74,242.17,18.48,17.65,18.17,13.48,20/02/2023
Madhya Pradesh,33,28.91,34.77,69,108.59,93.05,96.73,88.91,40.23,55.82,184.45,159.5,126.59,134.55,164.24,120.91,41.14,254.95,18.27,17.45,18.23,13.59,21/02/2023
Madhya Pradesh,32.62,28.24,34.14,69.05,107.33,93.14,97,88.19,40.24,56.33,184.15,156.45,124.8,133.85,162.79,117.91,41,255.86,17.95,17.71,17.81,13.67,22/02/2023
Madhya Pradesh,33.18,28.59,34.73,69.09,108.45,93.86,96.77,88.73,40.18,55.86,186.48,159.19,126.43,134.1,163.8,121.7,41.14,254.62,17.91,17.24,17.71,13.29,23/02/2023
Madhya Pradesh,33.24,28.4,34.12,68.56,107.96,95.12,97.2,88.88,39.88,55.71,186.68,159.16,126.44,133.28,163.21,119.46,40.67,249.78,18.58,17.2,17.76,13.12,24/02/2023
Madhya Pradesh,33.22,28.04,33.61,68.91,108.57,93.86,97.04,87.96,40.35,56.35,185.82,157.09,126.73,132.5,163.45,118.25,40.91,253.13,18.36,17.43,17.74,13.39,25/02/2023
Madhya Pradesh,32.65,28.2,33.85,68.95,109.3,93.95,98.2,87.95,40.05,56.65,181.05,155.15,125.55,131.5,162.32,118.09,40.75,247.55,18.2,17.3,17.45,13.75,26/02/2023
Madhya Pradesh,33.48,27.78,33.7,68.91,109.09,93.96,96.7,87.3,40.48,56.3,187.48,157.43,126.64,133.17,163.18,118.25,40.78,253.09,18.57,17.23,18,13.77,27/02/2023
Madhya Pradesh,33.29,27.96,34,68.92,109.67,94.63,97.46,88.13,40.04,55.74,187.43,158.04,126.35,132.52,163.18,120.64,40.39,251.5,18.87,16.78,17.61,13.09,28/02/2023
Madhya Pradesh,33.45,27.59,33.36,69.14,109.27,94.43,96.27,86.91,40.09,56.59,186.75,158.19,127.19,132.95,162.45,120.1,40.45,252,18.81,16.82,17.32,13.09,01/03/2023
Madhya Pradesh,33.24,27.6,33.44,68.12,109.4,94.04,96.76,87.52,40.08,55.88,182.76,155.84,128.12,132.44,162.3,118.58,40.52,250.76,18.36,16.44,17.44,13,02/03/2023
Madhya Pradesh,34.63,27.33,33.44,68.3,110.44,94.56,97.11,87.7,40.04,55.89,182.44,155.37,128.41,131.52,162.38,118.75,40.52,252.3,19.07,16.04,17.22,12.85,03/03/2023
Madhya Pradesh,33.61,27.39,33.52,67.83,111.91,94.61,98.48,87.22,39.74,55.87,182.78,155.09,126.22,131.09,164.05,121.17,39.7,243.41,18.26,15.65,17.09,12.39,04/03/2023
Madhya Pradesh,33.64,27.45,33.5,68.18,111,94.45,97.77,87.09,40.32,56.41,179.86,153.64,126.73,130.5,163,117.7,40.41,242.27,18.45,15.27,16.73,12.36,05/03/2023
Madhya Pradesh,33.69,27.04,33.12,68.46,110.65,94.54,97.27,87.65,40.12,56.12,183.35,154.92,127.73,131.31,162.48,119.17,40.23,250.92,18.58,16.08,17.24,13.6,06/03/2023
Madhya Pradesh,33.92,27.38,33.25,68.08,111.21,94.83,97.83,87.67,40.13,55.67,183.29,155.21,127.79,130.5,162.17,118.9,40.58,245.33,19.21,15.25,17.04,13,07/03/2023
Madhya Pradesh,33.39,27.56,32,65.78,111.06,95.5,96.83,86.22,40.28,57.11,180.56,153,128.72,130.33,164.22,112.56,39.83,233.61,18.17,15.61,16.67,13.06,08/03/2023
Madhya Pradesh,33.22,27.13,33,68.74,113.04,95.61,99,88.48,39.87,57.04,182.61,157.22,128.18,131.09,161.77,122.73,40.35,243.43,18.74,16.04,17,13.52,09/03/2023
Madhya Pradesh,33.92,26.92,33,68.54,111.46,95.23,97.65,87.69,40.15,56.15,182.35,154.35,127.58,130.31,161.64,119.42,40.23,251.35,18.73,15.81,17.19,13.15,10/03/2023
Madhya Pradesh,34.26,27.35,32.96,68.26,111,95.35,98.39,87.35,40.22,55.87,184.43,153.78,127.43,130.13,162.55,119.2,40.7,247.87,19,15.17,16.83,12.48,11/03/2023
Madhya Pradesh,34,27.38,32.9,67.71,110.86,95.33,98.71,86.62,40.1,55.62,183.76,152.62,125.71,129.38,160.1,119.4,40.1,245.24,18.52,15.24,16.43,12.14,12/03/2023
Madhya Pradesh,33.59,27.04,32.63,68.37,111.44,95.48,98.07,87.56,40.11,56.15,184.04,154.77,127.24,130.92,161.96,122.5,40.15,251.27,18.52,16,17.11,13.11,13/03/2023
Madhya Pradesh,33.65,27.27,32.04,67.54,111.92,96.04,96.62,86.96,39.88,56.24,184.64,154.36,125.16,129.64,162.42,121.64,39.6,246.54,18.56,16,17.48,13.44,14/03/2023
Madhya Pradesh,33.92,26.92,32.63,68.67,111.17,95.58,98.21,87.17,40.42,56.63,185.63,154.46,127.42,129.92,162.52,120.82,40.75,256.13,18.83,15.92,17,13.04,15/03/2023
Madhya Pradesh,33.58,26.96,32.58,68.58,110.92,95,97.35,87.27,40.38,56.31,185.92,155.08,126.04,131.72,163.5,121.33,40.54,260.24,18.54,16.12,17.28,13.72,16/03/2023
Madhya Pradesh,33.42,26.96,32.69,68.15,112.15,96,98.42,87.31,40.08,56.5,183.4,153.4,123.88,129.56,163.46,120.23,40.15,246.2,18.73,16.04,17.23,13.42,17/03/2023
Madhya Pradesh,33.67,27.21,32.96,68.46,110.54,94.92,99.04,86.96,40.71,55.71,188.13,155.29,125.21,131.58,165.22,116.64,40.92,268.83,18.63,15.5,17.09,12.73,18/03/2023
Madhya Pradesh,33.67,27.19,33.19,69.19,110.57,93.33,97.29,86.24,40.38,55.24,186.95,153.57,120.55,130.33,160.3,121.1,40.19,260.75,17.9,14.75,16.5,12.7,19/03/2023
Madhya Pradesh,34.79,26.69,32.69,68.97,112.1,95.79,98.07,88.45,40.24,55.83,186.04,154.14,125.86,129.57,163.41,121.08,40.34,260.55,19.17,15.75,17.18,13.64,20/03/2023
Madhya Pradesh,34.27,27,32.92,69.04,110.96,95.5,98.27,86.92,40.35,56.19,187.04,152.96,124.04,129.62,163.96,120,40.65,254.69,19,15.32,17.2,13.08,21/03/2023
Madhya Pradesh,33.93,26.81,33.22,69.11,111.56,96.19,99.19,87.3,40.12,55.88,186.69,152.85,124.27,129.27,163.6,120,39.88,252.8,18.75,15.17,17.21,12.71,22/03/2023
Madhya Pradesh,33.78,26.67,33.3,69.56,112.04,95.33,99.07,87.78,40.12,56.19,187.88,152.96,124.62,129.15,162.16,121.15,40.35,261,18.38,15.96,17.25,13.92,23/03/2023
Madhya Pradesh,33.85,26.41,33.19,69.22,111.56,95.96,99.78,88.22,40.19,55.88,187.08,152.77,125.65,129.04,164.2,122.58,40.77,259.73,18.5,15.6,17.68,13.96,24/03/2023
Madhya Pradesh,33.62,26.19,32.85,69.27,111.27,95.88,99.42,87.69,39.92,56.88,185.88,150.84,126.28,127.6,161.83,121.25,40.48,255.96,18.36,15.58,17.58,14.25,25/03/2023
Madhya Pradesh,33.27,26.82,31.86,67.5,111.23,96.55,98.59,87.32,39.95,56.55,188.18,151.91,124.05,126.09,161.86,121.73,40.55,240.41,18.32,15.59,17.14,14.05,26/03/2023
Madhya Pradesh,33.5,26.32,32.71,69.14,111.71,96.32,99.54,87.82,39.85,56.67,187.12,151.92,124.27,127.85,161.72,121.62,40.33,251.3,18.52,15.78,17.7,14.56,27/03/2023
Madhya Pradesh,33.5,26.25,32.75,69.18,112,96.21,99.61,87.75,39.85,56.7,186.96,151.85,123.88,127.85,160.27,121.69,40.3,251.22,18.56,15.85,17.56,14.74,28/03/2023
Madhya Pradesh,33.59,26.3,32.96,69.33,113.15,96.37,100.07,87.89,39.92,56.58,187.2,151.8,124.16,127.52,160.32,122.58,40.54,250.5,18.62,15.69,17.46,14.85,29/03/2023
Madhya Pradesh,33.26,26.74,32.58,68.89,111.68,96.21,98.11,86.11,40.06,56.61,189.83,149.5,123.06,126.39,158.59,120.8,40.39,242.94,18.94,15.11,17.17,14.67,30/03/2023
Madhya Pradesh,33.73,26.15,32.38,69.12,113.08,95.62,99.15,87.65,39.76,56.48,187.58,151,123.38,126.88,159.92,123.25,40.08,249.64,18.6,15.73,17.58,15.04,31/03/2023
Madhya Pradesh,33.83,25.88,32.75,69.58,113.33,96.58,100.13,87.33,39.96,56.57,187.61,151.09,124.27,126.48,159.27,123.17,40.17,250.96,17.65,15.61,16.91,14.57,01/04/2023
Madhya Pradesh,33.52,26.11,32.63,69.74,112.59,96.85,100.11,87.96,40,56.96,187.38,151.96,125.08,126.96,158.8,121.92,40.6,253.16,18.44,15.92,17.16,14.96,02/04/2023
Madhya Pradesh,34.27,26.18,33.23,69.77,115.32,97.55,101.86,87.59,39.76,56.57,191,154.81,123.57,127.33,159.25,125.6,41.05,253.62,17.95,16.1,16.05,13.9,03/04/2023
Madhya Pradesh,33.89,26.21,32.93,70.07,113.26,95.36,100.07,87.71,40.04,56.96,188.23,152.78,124.52,128.22,161.38,122.62,40.85,253.62,18.77,16.19,17.37,14.37,04/04/2023
Madhya Pradesh,33.84,26.2,33.12,70.24,113.36,95.32,100.48,87.2,39.78,56.52,189.13,151.67,121.42,127.5,160.78,124.55,40.22,252.61,18.87,15.71,17,14.08,05/04/2023
Madhya Pradesh,35,25.79,32.39,69.79,114.96,97,101.14,87.82,40.3,56.78,187.74,150.96,122.26,126.33,156.81,123.57,40.81,255.56,18.41,16.04,16.74,15.52,06/04/2023
Madhya Pradesh,34.37,25.85,32.67,70.29,114.04,95.93,100.59,87.89,40.6,56.32,189,151.33,122.48,127.04,158.35,124.46,41.64,258.12,18.92,16.22,16.85,16.11,07/04/2023
Madhya Pradesh,34.38,25.97,32.48,70.1,113.69,96.31,100.45,87.62,40.85,56.15,187.15,151.54,123.68,127,159.81,124.85,41.96,259.52,19.48,16.11,16.89,15.74,08/04/2023
Madhya Pradesh,34.14,26.21,31.86,69.96,112.57,95.5,100.14,87.36,40.62,56.65,187.26,151.61,123.54,126.82,158.67,123.79,41.5,256.96,18.5,16.15,16.52,15.41,09/04/2023
Madhya Pradesh,34.8,25.57,31.8,70.03,114,95.47,99.6,87.5,40.38,56.12,187.56,149.82,121.29,126.11,157.04,124.13,40.5,254.5,19.15,16.03,17,15.52,10/04/2023
Madhya Pradesh,35.07,26,31.83,69.97,114.03,97.24,100.21,88,40.69,57.12,187.37,151.32,124.29,125.54,159.48,124.69,41.31,252.27,19.46,16.67,16.74,15.33,11/04/2023
Madhya Pradesh,35.1,25.78,32.29,70.31,113.28,96.19,100.65,87.84,40.73,56.46,186.62,151.7,124.3,126.27,159.83,123.57,41.5,257.19,19.42,16.63,16.73,15.83,12/04/2023
Madhya Pradesh,35.24,25.73,31.9,69.87,114.57,95.9,100.37,87.8,40.46,55.93,187.04,150.63,122.97,125.59,158.17,124.07,41.29,257.5,18.78,16.41,16.24,15.62,13/04/2023
Madhya Pradesh,35.16,25.61,31.55,69.68,115.29,96.26,100.52,88.03,40.77,56.6,187.52,150.06,122.9,125,156.1,121.75,41.73,257.63,18.75,16.45,16.39,15.97,14/04/2023
Madhya Pradesh,34.8,25.83,31.97,69.8,114.47,97,101.3,87.6,40.5,56.46,188.14,149.38,121.34,124.69,154.82,120.53,40.93,250.5,18.44,16.1,15.83,15.28,15/04/2023
